Player,Pos,Role,Guard,Wing,Big,Team_Signed_With,Age_At_Signing,Age_At_Start,Age_At_End,Median_Age,Peak_Age_Range,Far_From_Peak,Start,End,Yrs,C_Over,Value,AAV,Type,Max_Contract,Signed_Date,Contract Period,Avg_Salary_Cap,Avg_Luxury_Tax,Avg_1st_Apron,Avg_2nd_Apron,AAV / Salary Cap,AAV / Luxury Tax,AAV / 1st Apron,AAV / 2nd Apron,GP_2Y_Before,GP_1Y_Before,Avg_GP_Before,W_Avg_GP_Before,MPG_2Y_Before,MPG_1Y_Before,Avg_MPG_Before,W_Avg_MPG_Before,W_Avg_Min_Before,USG_2Y_Before,USG_1Y_Before,Avg_USG_Before,W_Avg_USG_Before,EPM_2Y_Before,EPM_1Y_Before,Avg_EPM_Before,W_Avg_EPM_Before,Z-Score_W_Avg_EPM,Age_Adj_EPM_Before,Change_EPM_Before,EPM_1Y_After,EPM_2Y_After,EPM_3Y_After,EPM_4Y_After,EPM_5Y_After,EW_2Y_Before,EW_1Y_Before,Avg_EW_Before,W_Avg_EW_Before,Z-Score_W_Avg_EW,Age_Adj_EW_Before,Change_EW_Before,EW_1Y_After,EW_2Y_After,EW_3Y_After,EW_4Y_After,EW_5Y_After
Reggie Jackson,PG,1,1,,,DEN,33,34,35,34.5,0,5.5,2023,2024,2,0,"$10,250,000.00","$5,125,000.00",Free Agent,0,2023-07-16,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",3.71%,3.05%,2.92%,2.76%,75,68,71.5,69.75,31.1467,24.3529,27.7498,26.05135,1817.081663,27.632%,20.582%,24.107%,22.345%,0.121122,-1.82448,-0.851679,-1.3380795,-0.2391557563,-0.7391557563,-1.945602,-2.25241,,,,,4.92241,1.29465,3.10853,2.20159,-0.1295463278,-0.6295463278,-3.62776,0.672386,,,,
Shake Milton,SG,1,1,,,MIN,26,27,28,27.5,1,1.5,2023,2024,2,0,"$10,000,000.00","$5,000,000.00",Free Agent,0,2023-07-08,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",3.62%,2.98%,2.85%,2.69%,55,76,65.5,70.75,21.4364,20.6184,21.0274,20.8229,1473.220175,17.402%,17.550%,17.476%,17.513%,-2.29485,-1.6988,-1.996825,-1.8478125,-0.4534036309,-0.2534036309,0.59605,-5.44724,,,,,0.530072,1.32905,0.929561,1.1293055,-0.4587598414,-0.2587598414,0.798978,-0.906919,,,,
Jalen McDaniels,SF,2,,1,,TOR,25,26,27,26.5,1,2.5,2023,2024,2,0,"$9,257,800.00","$4,628,900.00",Free Agent,0,2023-07-06,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",3.35%,2.75%,2.64%,2.49%,55,80,67.5,73.75,16.2727,23.9125,20.0926,22.00255,1622.688063,15.146%,16.476%,15.811%,16.143%,-1.85569,-1.14561,-1.50065,-1.32313,-0.2328722734,0.06712772664,0.71008,-6.58805,,,,,0.672049,2.4252,1.5486245,1.98691225,-0.195456836,0.104543164,1.753151,-0.798254,,,,
Nickeil Alexander-Walker,SG,1,1,,,MIN,24,25,26,25.5,0,3.5,2023,2024,2,0,"$9,000,000.00","$4,500,000.00",Free Agent,0,2023-07-09,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",3.25%,2.68%,2.57%,2.42%,65,59,62,60.5,22.5385,14.9661,18.7523,16.8592,1019.9816,23.731%,17.801%,20.766%,19.283%,-2.88744,-0.340835,-1.6141375,-0.97748625,-0.08759339441,0.3124066056,2.546605,0.405641,,,,,0.063675,1.52453,0.7941025,1.15931625,-0.4495459206,-0.04954592064,1.460855,3.34839,,,,
Troy Brown Jr.,SG,1,1,,,MIN,23,24,25,24.5,0,4.5,2023,2024,2,0,"$8,000,000.00","$4,000,000.00",Free Agent,0,2023-07-08,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",2.89%,2.38%,2.28%,2.15%,66,76,71,73.5,15.9697,24.4605,20.2151,22.3378,1641.8283,11.908%,11.990%,11.949%,11.969%,-3.96822,-2.64237,-3.305295,-2.9738325,-0.9266855093,-0.4266855093,1.32585,-4.1981,,,,,-0.736707,0.387746,-0.1744805,0.10663275,-0.772741522,-0.272741522,1.124453,-0.417142,,,,
Seth Curry,SG,1,1,,,DAL,32,33,34,33.5,0,4.5,2023,2024,2,0,"$8,000,000.00","$4,000,000.00",Free Agent,0,2023-07-14,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",2.89%,2.38%,2.28%,2.15%,64,61,62.5,61.75,33.3438,19.8361,26.58995,23.213025,1433.404294,18.334%,18.891%,18.613%,18.752%,1.34861,-3.47477,-1.06308,-2.268925,-0.6304030759,-1.030403076,-4.82338,-3.4414,,,,,6.21675,-0.430588,2.893081,1.2312465,-0.4274618466,-0.8274618466,-6.647338,-0.210641,,,,
Miles Bridges,SF,2,,1,,CHA,25,25,25,25,0,4,2023,2023,1,1,"$7,921,300.00","$7,921,300.00",Free Agent,0,2023-07-02,2023-2023.0,"$136,021,000.00","$165,294,000.00","$172,346,000.00","$182,794,000.00",5.82%,4.79%,4.60%,4.33%,80,,80,80,35.4625,,35.4625,35.4625,2837,22.396%,,22.396%,22.396%,2.22481,,2.22481,2.22481,1.25837629,1.65837629,,-0.314891,,,,,10.0712,,10.0712,10.0712,2.286586666,2.686586666,,3.53221,,,,
Kevin Love,C,2.5,,0.5,0.5,MIA,34,35,36,35.5,0,6.5,2023,2024,2,0,"$7,863,263.00","$3,931,632.00",Free Agent,0,2023-07-06,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",2.84%,2.34%,2.24%,2.12%,74,62,68,65,22.4865,19.9839,21.2352,20.60955,1339.62075,24.004%,18.667%,21.335%,20.001%,1.64314,-1.26974,0.1867,-0.54152,0.09564928844,-0.5043507116,-2.91288,3.11617,,,,,5.24563,1.44586,3.345745,2.3958025,-0.06991907448,-0.6699190745,-3.79977,3.31676,,,,
Russell Westbrook,PG,1,1,,,LAC,34,35,36,35.5,0,6.5,2023,2024,2,0,"$7,863,263.00","$3,931,632.00",Free Agent,0,2023-07-06,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",2.84%,2.34%,2.24%,2.12%,78,73,75.5,74.25,34.3205,29.1096,31.71505,30.412325,2258.115131,26.714%,26.743%,26.728%,26.736%,-1.11837,0.152244,-0.483063,-0.1654095,0.2537337665,-0.3462662335,1.270614,0.0771719,,,,,3.36464,4.35985,3.862245,4.1110475,0.4566966075,-0.1433033925,0.99521,2.59996,,,,
Derrick Rose,PG,1,1,,,MEM,34,35,36,35.5,0,6.5,2023,2024,2,0,"$6,552,719.00","$3,276,360.00",Free Agent,0,2023-07-03,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",2.37%,1.95%,1.87%,1.76%,26,27,26.5,26.75,24.4231,12.5185,18.4708,15.49465,414.4818875,21.806%,22.143%,21.974%,22.059%,1.51063,-3.82887,-1.15912,-2.493995,-0.7250031295,-1.325003129,-5.3395,-2.42755,,,,,1.94573,-0.201488,0.872121,0.3353165,-0.7025308821,-1.302530882,-2.147218,0.140915,,,,
Eric Gordon,SG,1,1,,,PHX,34,35,36,35.5,0,6.5,2023,2024,2,0,"$6,552,719.00","$3,276,360.00",Free Agent,0,2023-07-06,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",2.37%,1.95%,1.87%,1.76%,57,69,63,66,29.2807,28.4638,28.87225,28.668025,1892.08965,18.294%,17.320%,17.807%,17.564%,-0.0309911,-1.56651,-0.79875055,-1.182630275,-0.1738182834,-0.7738182834,-1.5355189,-1.74802,,,,,3.34306,1.77477,2.558915,2.1668425,-0.1402145288,-0.7402145288,-1.56829,1.26956,,,,
AJ Green,SG,1,1,,,MIL,23,24,26,25,0,4,2023,2025,3,0,"$6,324,049.00","$2,108,016.00",Free Agent,0,2023-07-07,2023-2025.0,"$143,752,000.00","$174,667,666.67","$182,141,000.00","$193,183,000.00",1.47%,1.21%,1.16%,1.09%,,35,35,35,,9.85714,9.85714,9.85714,344.9999,,16.014%,16.014%,16.014%,,-3.51303,-3.51303,-3.51303,-1.153317723,-0.6533177234,,-1.60563,,,,,,-0.132004,-0.132004,-0.132004,-0.8460079386,-0.3460079386,,0.364328,,,,
E.J. Liddell,PF,2,,1,,NOP,22,23,25,24,0,5,2023,2025,3,0,"$6,224,049.00","$2,074,683.00",Free Agent,0,2023-07-06,2023-2025.0,"$143,752,000.00","$174,667,666.67","$182,141,000.00","$193,183,000.00",1.44%,1.19%,1.14%,1.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dante Exum,PG,1,1,,,DAL,28,29,30,29.5,1,0.5,2023,2024,2,0,"$6,150,000.00","$3,075,000.00",Free Agent,0,2023-07-14,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",2.22%,1.83%,1.75%,1.65%,,,,,,,,,,,,,,,,,,,,,0.499029,,,,,,,,,,,,1.68112,,,,
Josh Richardson,SG,1,1,,,MIA,29,30,31,30.5,1,1.5,2023,2024,2,0,"$5,942,620.00","$2,971,310.00",Free Agent,0,2023-07-02,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",2.15%,1.77%,1.70%,1.60%,65,65,65,65,24.6,23.5385,24.06925,23.803875,1547.251875,17.119%,18.098%,17.609%,17.854%,-0.540148,-1.43352,-0.986834,-1.210177,-0.1853965553,-0.2853965553,-0.893372,-3.64685,,,,,2.6768,1.55387,2.115335,1.8346025,-0.2422190787,-0.3422190787,-1.12293,-0.510956,,,,
Josh Okogie,SG,1,1,,,PHX,24,25,26,25.5,0,3.5,2023,2024,2,0,"$5,772,671.00","$2,886,336.00",Free Agent,0,2023-07-12,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",2.09%,1.72%,1.65%,1.55%,49,72,60.5,66.25,10.5102,18.75,14.6301,16.69005,1105.715813,11.505%,17.453%,14.479%,15.966%,-1.74739,1.03597,-0.35571,0.34013,0.4662190546,0.8662190546,2.78336,-0.719168,,,,,0.425515,3.64847,2.0369925,2.84273125,0.06729729313,0.4672972931,3.222955,1.3947,,,,
Christian Wood,C,3,,,1,LAL,27,28,29,28.5,1,0.5,2023,2024,2,0,"$5,745,889.00","$2,872,945.00",Free Agent,0,2023-09-06,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",2.08%,1.71%,1.64%,1.55%,68,67,67.5,67.25,30.7794,25.9403,28.35985,27.150075,1825.842544,23.411%,26.035%,24.723%,25.379%,0.539343,-0.157478,0.1909325,0.01672725,0.3302883776,0.4302883776,-0.696821,-2.17531,,,,,5.01137,3.29024,4.150805,3.7205225,0.3367973574,0.4367973574,-1.72113,0.463359,,,,
Omer Yurtseven,C,3,,,1,UTA,25,26,27,26.5,1,2.5,2023,2024,2,0,"$5,460,000.00","$2,730,000.00",Free Agent,0,2023-07-17,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",1.97%,1.62%,1.56%,1.47%,56,9,32.5,20.75,12.6071,9.22222,10.91466,10.06844,208.92013,19.030%,16.256%,17.643%,16.950%,0.459628,-2.79782,-1.169096,-1.983458,-0.5104173225,-0.2104173225,-3.257448,-6.49752,,,,,1.65171,0.00858403,0.830147015,0.4193655225,-0.6767260943,-0.3767260943,-1.64312597,-0.759358,,,,
Damion Lee,SG,1,1,,,PHX,30,31,32,31.5,1,2.5,2023,2024,2,0,"$5,373,575.00","$2,686,788.00",Free Agent,0,2023-07-07,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",1.94%,1.60%,1.53%,1.45%,63,74,68.5,71.25,19.9365,20.3649,20.1507,20.2578,1443.36825,15.784%,15.606%,15.695%,15.650%,-2.97149,-2.58205,-2.77677,-2.67941,-0.8029356347,-1.002935635,0.38944,,,,,,-0.0185236,0.37599,0.1787332,0.2773616,-0.7203242348,-0.9203242348,0.3945136,,,,,
Thomas Bryant,C,3,,,1,MIA,25,26,27,26.5,1,2.5,2023,2024,2,0,"$5,373,575.00","$2,686,788.00",Free Agent,0,2023-07-02,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",1.94%,1.60%,1.53%,1.45%,27,59,43,51,16.2593,18.2542,17.25675,17.755475,905.529225,18.916%,18.298%,18.607%,18.452%,-1.76363,-1.77274,-1.768185,-1.7704625,-0.4208923493,-0.1208923493,-0.00911,-3.91423,,,,,0.357361,0.849319,0.60334,0.7263295,-0.582481806,-0.282481806,0.491958,-0.176363,,,,
Torrey Craig,SF,2,,1,,CHI,32,33,34,33.5,0,4.5,2023,2024,2,0,"$5,373,575.00","$2,686,788.00",Free Agent,0,2023-07-15,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",1.94%,1.60%,1.53%,1.45%,78,79,78.5,78.75,20.4487,24.6456,22.54715,23.596375,1858.214531,14.025%,12.948%,13.486%,13.217%,-1.95021,-1.20378,-1.576995,-1.3903875,-0.2611415367,-0.6611415367,0.74643,-1.82401,,,,,1.12118,2.30513,1.713155,2.0091425,-0.1886316896,-0.5886316896,1.18395,0.548364,,,,
Drew Eubanks,C,3,,,1,PHX,26,27,28,27.5,1,1.5,2023,2024,2,0,"$5,001,258.00","$2,500,629.00",Free Agent,0,2023-07-02,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",1.81%,1.49%,1.43%,1.35%,71,78,74.5,76.25,17.5211,20.3333,18.9272,19.63025,1496.806563,17.240%,12.281%,14.761%,13.521%,-2.44555,-1.72547,-2.08551,-1.90549,-0.4776462869,-0.2776462869,0.72008,-2.92536,,,,,0.409675,1.31685,0.8632625,1.09005625,-0.4708101728,-0.2708101728,0.907175,0.0153456,,,,
Keita Bates-Diop,SF,2,,1,,PHX,27,28,29,28.5,1,0.5,2023,2024,2,0,"$5,001,258.00","$2,500,629.00",Free Agent,0,2023-07-02,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",1.81%,1.49%,1.43%,1.35%,59,67,63,65,16.2034,21.6866,18.945,20.3158,1320.527,14.491%,16.548%,15.520%,16.034%,-2.38558,0.393306,-0.996137,-0.3014155,0.1965685517,0.2965685517,2.778886,-3.62201,,,,,0.370367,3.29246,1.8314135,2.56193675,-0.01891242449,0.08108757551,2.922093,-0.298797,,,,
Yuta Watanabe,SF,2,,1,,PHX,28,29,30,29.5,1,0.5,2023,2024,2,0,"$5,001,258.00","$2,500,629.00",Free Agent,0,2023-07-02,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",1.81%,1.49%,1.43%,1.35%,38,58,48,53,11.7105,15.9828,13.84665,14.914725,790.480425,16.055%,12.813%,14.434%,13.624%,-2.85136,-2.13155,-2.491455,-2.3115025,-0.6482989917,-0.6482989917,0.71981,-5.35094,,,,,0.0301418,0.514636,0.2723889,0.39351245,-0.6846635221,-0.6846635221,0.4844942,-0.753121,,,,
Ty Jerome,SG,1,1,,,CLE,25,26,27,26.5,1,2.5,2023,2024,2,0,"$5,000,000.00","$2,500,000.00",Free Agent,0,2023-07-06,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",1.81%,1.49%,1.43%,1.35%,48,45,46.5,45.75,16.6875,18.1111,17.3993,17.7552,812.3004,20.492%,14.763%,17.628%,16.196%,-0.825403,-3.46154,-2.1434715,-2.80250575,-0.8546744917,-0.5546744917,-2.636137,,,,,,1.16749,-0.282753,0.4423685,0.07980775,-0.7809773516,-0.4809773516,-1.450243,,,,,
Mason Plumlee,C,3,,,1,LAC,33,34,34,34,0,5,2023,2023,1,1,"$5,000,000.00","$5,000,000.00",Free Agent,0,2023-07-06,2023-2023.0,"$136,021,000.00","$165,294,000.00","$172,346,000.00","$182,794,000.00",3.68%,3.02%,2.90%,2.74%,73,79,76,77.5,24.5479,25.9873,25.2676,25.62745,1986.127375,11.756%,14.916%,13.336%,14.126%,0.669935,-0.334325,0.167805,-0.08326,0.2882623447,-0.2117376553,-1.00426,-1.03534,,,,,4.45124,3.5516,4.00142,3.77651,0.3539866776,-0.1460133224,-0.89964,0.597396,,,,
Bismack Biyombo,C,3,,,1,MEM,31,32,32,32,1,3,2023,2023,1,1,"$5,000,000.00","$5,000,000.00",Free Agent,0,2023-11-02,2023-2023.0,"$136,021,000.00","$165,294,000.00","$172,346,000.00","$182,794,000.00",3.68%,3.02%,2.90%,2.74%,36,61,48.5,54.75,14.0278,14.3115,14.16965,14.240575,779.6714813,16.861%,13.496%,15.178%,14.337%,-0.797415,-1.52356,-1.1604875,-1.34202375,-0.2408135795,-0.5408135795,-0.726145,-2.53604,,,,,0.428186,0.844394,0.63629,0.740342,-0.5781796787,-0.8781796787,0.416208,0.139303,,,,
Oshae Brissett,SF,2,,1,,BOS,25,26,27,26.5,1,2.5,2023,2024,2,0,"$4,628,946.00","$2,314,473.00",Free Agent,0,2023-07-06,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",1.67%,1.38%,1.32%,1.25%,67,65,66,65.5,23.3433,16.6615,20.0024,18.33195,1200.742725,16.658%,15.535%,16.096%,15.816%,-2.59446,-2.12727,-2.360865,-2.2440675,-0.6199551226,-0.3199551226,0.46719,-1.68535,,,,,0.381468,0.603964,0.492716,0.54834,-0.6371282628,-0.3371282628,0.222496,0.359067,,,,
Cam Reddish,SF,2,,1,,LAL,23,24,25,24.5,0,4.5,2023,2024,2,0,"$4,628,946.00","$2,314,473.00",Free Agent,0,2023-07-06,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",1.67%,1.38%,1.32%,1.25%,49,40,44.5,42.25,20.6531,24.725,22.68905,23.707025,1001.621806,21.521%,16.631%,19.076%,17.854%,-4.18329,-2.32216,-3.252725,-2.7874425,-0.8483431981,-0.3483431981,1.86113,-1.78873,,,,,-0.835498,0.426217,-0.2046405,0.11078825,-0.7714656975,-0.2714656975,1.261715,0.705846,,,,
Jaxson Hayes,C,3,,,1,LAL,23,24,25,24.5,0,4.5,2023,2024,2,0,"$4,628,946.00","$2,314,473.00",Free Agent,0,2023-07-06,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",1.67%,1.38%,1.32%,1.25%,70,47,58.5,52.75,19.9571,12.9787,16.4679,14.7233,776.654075,16.071%,15.078%,15.575%,15.326%,0.673829,-3.34905,-1.3376105,-2.34333025,-0.661676638,-0.161676638,-4.022879,-3.3904,,,,,3.47415,-0.164987,1.6545815,0.74479725,-0.5768118248,-0.07681182484,-3.639137,-0.186409,,,,
Taurean Prince,PF,2,,1,,LAL,29,30,30,30,1,1,2023,2023,1,1,"$4,516,000.00","$4,516,000.00",Free Agent,0,2023-07-06,2023-2023.0,"$136,021,000.00","$165,294,000.00","$172,346,000.00","$182,794,000.00",3.32%,2.73%,2.62%,2.47%,69,54,61.5,57.75,17.0435,22.0741,19.5588,20.81645,1202.149988,16.731%,16.609%,16.670%,16.639%,-2.05631,-1.89082,-1.973565,-1.9321925,-0.4888697193,-0.5888697193,0.16549,-2.17922,,,,,0.721355,0.856048,0.7887015,0.82237475,-0.5529939282,-0.6529939282,0.134693,0.936627,,,,
Dalano Banton,PG,1,1,,,BOS,23,24,25,24.5,0,4.5,2023,2024,2,0,"$4,216,676.00","$2,108,338.00",Free Agent,0,2023-07-17,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",1.52%,1.25%,1.20%,1.13%,64,31,47.5,39.25,10.8594,8.96774,9.91357,9.440655,370.5457088,16.108%,23.358%,19.733%,21.545%,-3.61214,-3.44007,-3.526105,-3.4830875,-1.140732474,-0.6407324739,0.17207,-3.26348,,,,,-0.315987,-0.0925197,-0.20425335,-0.148386525,-0.8510377126,-0.3510377126,0.2234673,-0.0951572,,,,
Neemias Queta,C,3,,,1,SAC,24,25,26,25.5,0,3.5,2023,2024,2,0,"$4,216,676.00","$2,108,338.00",Free Agent,0,2023-08-10,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",1.52%,1.25%,1.20%,1.13%,15,,15,15,7.93333,,7.93333,7.93333,118.99995,17.993%,,17.993%,17.993%,-3.86053,,-3.86053,-3.86053,-1.29937681,-0.89937681,,-0.162922,,,,,-0.0747027,,-0.0747027,-0.0747027,-0.8284152547,-0.4284152547,,0.523826,,,,
Terry Taylor,SF,2,,1,,CHI,23,24,25,24.5,0,4.5,2023,2024,2,0,"$4,216,676.00","$2,108,338.00",Free Agent,0,2023-08-14,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",1.52%,1.25%,1.20%,1.13%,33,31,32,31.5,21.6061,8.48387,15.044985,11.7644275,370.5794663,15.186%,13.088%,14.137%,13.613%,-0.56275,-3.50681,-2.03478,-2.770795,-0.8413460221,-0.3413460221,-2.94406,-4.55169,,,,,0.755536,-0.0957778,0.3298791,0.11705065,-0.7695430113,-0.2695430113,-0.8513138,-0.174632,,,,
Jack White,SF,2,,1,,OKC,25,26,27,26.5,1,2.5,2023,2024,2,0,"$3,922,463.00","$1,961,232.00",Free Agent,0,2023-07-20,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",1.42%,1.17%,1.12%,1.06%,,17,17,17,,3.88235,3.88235,3.88235,65.99995,,13.580%,13.580%,13.580%,,-3.72875,-3.72875,-3.72875,-1.243987842,-0.9439878419,,,,,,,,-0.0348501,-0.0348501,-0.0348501,-0.8161796824,-0.5161796824,,,,,,
Orlando Robinson,C,3,,,1,MIA,22,23,24,23.5,0,5.5,2023,2024,2,0,"$3,922,462.00","$1,961,231.00",Free Agent,0,2023-07-01,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",1.42%,1.17%,1.12%,1.06%,,31,31,31,,13.7097,13.7097,13.7097,425.0007,,11.812%,11.812%,11.812%,,-2.69799,-2.69799,-2.69799,-0.8107450673,-0.2107450673,,-3.14497,,,,,,0.0558207,0.0558207,0.0558207,-0.788341872,-0.188341872,,-0.0353896,,,,
Dru Smith,SG,1,1,,,MIA,25,26,27,26.5,1,2.5,2023,2024,2,0,"$3,922,462.00","$1,961,231.00",Free Agent,0,2023-10-21,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",1.42%,1.17%,1.12%,1.06%,,15,15,15,,10.5333,10.5333,10.5333,157.9995,,13.315%,13.315%,13.315%,,-3.7284,-3.7284,-3.7284,-1.243840732,-0.943840732,,-4.12925,,,,,,-0.0631932,-0.0631932,-0.0631932,-0.8248816002,-0.5248816002,,-0.0993731,,,,
DeAndre Jordan,C,3,,,1,DEN,34,35,35,35,0,6,2023,2023,1,1,"$3,196,448.00","$3,196,448.00",Free Agent,0,2023-07-20,2023-2023.0,"$136,021,000.00","$165,294,000.00","$172,346,000.00","$182,794,000.00",2.35%,1.93%,1.85%,1.75%,48,39,43.5,41.25,12.9583,15,13.97915,14.489575,597.6949688,13.446%,13.536%,13.491%,13.513%,-3.48738,-3.61303,-3.550205,-3.5816175,-1.182146004,-1.782146004,-0.12565,-2.85925,,,,,-0.226643,-0.263254,-0.2449485,-0.25410125,-0.883494319,-1.483494319,-0.036611,0.0200432,,,,
Patrick Beverley,PG,1,1,,,PHI,34,35,35,35,0,6,2023,2023,1,1,"$3,196,448.00","$3,196,448.00",Free Agent,0,2023-07-09,2023-2023.0,"$136,021,000.00","$165,294,000.00","$172,346,000.00","$182,794,000.00",2.35%,1.93%,1.85%,1.75%,58,67,62.5,64.75,25.431,27.1045,26.26775,26.686125,1727.926594,15.887%,10.885%,13.386%,12.136%,1.98338,-1.38674,0.29832,-0.54421,0.094518644,-0.505481356,-3.37012,-1.92355,,,,,4.99431,1.85413,3.42422,2.639175,0.004801315352,-0.5951986846,-3.14018,0.763518,,,,
Jae Crowder,SF,2,,1,,MIL,33,34,34,34,0,5,2023,2023,1,1,"$3,196,448.00","$3,196,448.00",Free Agent,0,2023-07-08,2023-2023.0,"$136,021,000.00","$165,294,000.00","$172,346,000.00","$182,794,000.00",2.35%,1.93%,1.85%,1.75%,67,18,42.5,30.25,28.1343,18.8333,23.4838,21.15855,640.0461375,14.652%,12.725%,13.689%,13.207%,1.3956,0.13026,0.76293,0.446595,0.510967776,0.01096777598,-1.26534,-2.30347,,,,,5.62172,0.726143,3.1739315,1.95003725,-0.2067782235,-0.7067782235,-4.895577,0.351071,,,,
Alex Len,C,3,,,1,SAC,30,31,31,31,1,2,2023,2023,1,1,"$3,196,448.00","$3,196,448.00",Free Agent,0,2023-07-09,2023-2023.0,"$136,021,000.00","$165,294,000.00","$172,346,000.00","$182,794,000.00",2.35%,1.93%,1.85%,1.75%,39,26,32.5,29.25,15.8974,6.19231,11.044855,8.6185825,252.0935381,16.734%,13.235%,14.985%,14.110%,-2.36147,-4.0122,-3.186835,-3.5995175,-1.189669623,-1.389669623,-1.65073,-2.83572,,,,,0.250386,-0.116078,0.067154,-0.024462,-0.8129903209,-1.012990321,-0.366464,0.0181508,,,,
Cody Zeller,C,3,,,1,NOP,30,31,31,31,1,2,2023,2023,1,1,"$3,196,448.00","$3,196,448.00",Free Agent,0,2023-07-06,2023-2023.0,"$136,021,000.00","$165,294,000.00","$172,346,000.00","$182,794,000.00",2.35%,1.93%,1.85%,1.75%,27,15,21,18,13.1111,14.4,13.75555,14.077775,253.39995,15.155%,17.589%,16.372%,16.980%,-3.01774,-3.61814,-3.31794,-3.46804,-1.1344078,-1.3344078,-0.6004,-3.04375,,,,,-0.01105,-0.0275115,-0.01928075,-0.023396125,-0.8126630753,-1.012663075,-0.0164615,-0.018781,,,,
Justin Holiday,SG,1,1,,,DEN,34,35,35,35,0,6,2023,2023,1,1,"$3,196,448.00","$3,196,448.00",Free Agent,0,2023-07-06,2023-2023.0,"$136,021,000.00","$165,294,000.00","$172,346,000.00","$182,794,000.00",2.35%,1.93%,1.85%,1.75%,74,46,60,53,27.7838,15.3478,21.5658,18.4568,978.2104,15.739%,13.431%,14.585%,14.008%,-0.89637,-6.18562,-3.540995,-4.8633075,-1.72085815,-2.32085815,-5.28925,-3.06543,,,,,2.89747,-1.52954,0.683965,-0.4227875,-0.9352844858,-1.535284486,-4.42701,-0.0457373,,,,
Cory Joseph,PG,1,1,,,GSW,31,32,32,32,1,3,2023,2023,1,1,"$3,196,448.00","$3,196,448.00",Free Agent,0,2023-07-06,2023-2023.0,"$136,021,000.00","$165,294,000.00","$172,346,000.00","$182,794,000.00",2.35%,1.93%,1.85%,1.75%,65,62,63.5,62.75,24.6,19.7903,22.19515,20.992725,1317.293494,14.170%,15.110%,14.640%,14.875%,-1.19045,-2.35474,-1.772595,-2.0636675,-0.5441304917,-0.8441304917,-1.16429,-4.75556,,,,,1.93102,0.49517,1.213095,0.8541325,-0.5432436423,-0.8432436423,-1.43585,-0.276266,,,,
